,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
5181,Bakı,Mercedes,Vito,2006,Mikroavtobus,Qara,3.0 L/204 a.g./Dizel,312 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 000 AZN,7.0,2.0,Avropa
5182,Bakı,Kia,Cerato,2013,Sedan,Yaş Asfalt,1.8 L/149 a.g./Benzin,215 652 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 700 AZN,5.0,1.0,Amerika
5183,Bakı,Mercedes,E 200,2018,Sedan,Qara,2.0 L/150 a.g./Dizel,127 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 000 USD,5.0,2.0,Avropa
5184,Bakı,Tofas,Kartal,2001,Universal,Göy,1.6 L/96 a.g./Benzin,347 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 500 AZN,5.0,2.0,Avropa
5185,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,2.0 L/265 a.g./Benzin,87 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 600 AZN,5.0,2.0,Avropa
5186,Salyan,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,150 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",7 900 AZN,5.0,1.0,Avropa
5187,Bakı,Hyundai,Grandeur,2017,Sedan,Qara,3.0 L/250 a.g./Benzin,71 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 000 USD,5.0,2.0,Rəsmi diler
5188,Bakı,Nissan,Kicks,2019,Offroader / SUV,Yaş Asfalt,1.6 L/125 a.g./Benzin,77 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 542 AZN,5.0,1.0,Rəsmi diler
5189,Göyçay,LADA (VAZ),2106,1987,Sedan,Qəhvəyi,1.6 L/75 a.g./Benzin,235 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 500 AZN,5.0,1.0,Avropa
5190,Bakı,Hyundai,i30,2008,Universal,Ağ,1.6 L/115 a.g./Dizel,214 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 242 AZN,5.0,1.0,Avropa
5191,Bakı,Chevrolet,Equinox,2018,Offroader / SUV,Göy,1.5 L/170 a.g./Benzin,58 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 542 AZN,5.0,0.0,Avropa
5192,Bakı,Kia,Cerato,2015,Sedan,Ağ,1.8 L/150 a.g./Benzin,67 932 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 942 AZN,5.0,1.0,Avropa
5193,Bakı,Kia,Sorento,2010,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,138 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 442 AZN,7.0,0.0,Koreya
5194,Sumqayıt,Opel,Astra,2007,Universal,Göy,1.3 L/90 a.g./Dizel,196 598 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 700 AZN,5.0,1.0,Digər
5195,Bakı,Kia,Sportage,2011,Offroader / SUV,Qəhvəyi,2.0 L/184 a.g./Dizel,178 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 442 AZN,5.0,1.0,Koreya
5196,Bakı,Mazda,CX-5,2020,Offroader / SUV,Qara,2.0 L/150 a.g./Benzin,32 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 USD,5.0,1.0,Rəsmi diler
5197,Bakı,Opel,Astra,2006,Hetçbek,Boz,1.3 L/90 a.g./Dizel,261 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,4.0,1.0,Avropa
5198,Bakı,BMW,X3,2012,Offroader / SUV,Ağ,3.0 L/243 a.g./Benzin,84 111 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",40 000 AZN,5.0,1.0,Avropa
5199,Bakı,Kia,Sportage,2012,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,53 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 842 AZN,5.0,1.0,Koreya
5200,Zaqatala,LADA (VAZ),21011,1981,Sedan,Bej,1.6 L/75 a.g./Benzin,2 300 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",4 000 AZN,5.0,3.0,Rusiya
5201,Bakı,Kia,Sorento,2014,Offroader / SUV,Qəhvəyi,2.0 L/184 a.g./Dizel,80 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 542 AZN,7.0,1.0,Koreya
5202,Bakı,Khazar,SD,2022,Sedan,Qara,1.7 L/113 a.g./Benzin,49 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 AZN,5.0,1.0,Digər
5203,Bakı,Mercedes,E 220,2006,Sedan,Gümüşü,2.2 L/170 a.g./Dizel,293 544 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 900 AZN,5.0,2.0,Avropa
5204,Bakı,Toyota,Auris,2007,Hetçbek,Mavi,1.4 L/90 a.g./Dizel,190 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 400 AZN,5.0,1.0,Avropa
5205,Bakı,Tofas,Sahin,2004,Sedan,Qara,1.6 L/92 a.g./Benzin,180 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 500 AZN,5.0,0.0,Avropa
5206,Kürdəmir,LADA (VAZ),Priora,2018,Sedan,Ağ,1.6 L/106 a.g./Benzin,98 322 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",14 400 AZN,5.0,1.0,Avropa
5207,Sumqayıt,LADA (VAZ),2106,1984,Sedan,Qırmızı,1.6 L/75 a.g./Benzin,250 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 400 AZN,5.0,1.0,Avropa
5208,Şabran,Mercedes,308 D,1994,Avtobus,Ağ,2.5 L/90 a.g./Dizel,360 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu var, rənglənib",4 500 AZN,5.0,1.0,Avropa
5209,Bakı,Mitsubishi,Pajero,2019,Offroader / SUV,Ağ,3.8 L/250 a.g./Benzin,47 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 555 USD,5.0,1.0,Avropa
5210,Bakı,Kia,Sorento,2010,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,53 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 AZN,7.0,2.0,Digər
5211,Bakı,Mercedes,E 220,2007,Sedan,Qara,2.2 L/150 a.g./Dizel,249 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 300 AZN,5.0,3.0,Avropa
5212,Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.4 L/178 a.g./Benzin,184 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",24 500 AZN,5.0,1.0,Rəsmi diler
5213,Qax,LADA (VAZ),2107,1999,Sedan,Yaşıl,1.6 L/75 a.g./Benzin,200 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",4 600 AZN,5.0,3.0,Digər
5214,Bakı,Ford,Fusion,2015,Sedan,Ağ,1.5 L/181 a.g./Benzin,114 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,1.0,Amerika
5215,Şəmkir,LADA (VAZ),2106,1999,Sedan,Göy,1.6 L/75 a.g./Benzin,80 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",7 300 AZN,4.0,1.0,Rusiya
5216,Bakı,Ford,Transit,1994,Furqon,Ağ,2.5 L/96 a.g./Dizel,111 111 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 700 AZN,5.0,1.0,Avropa
5217,Bakı,LADA (VAZ),Granta,2013,Sedan,Mavi,1.6 L/98 a.g./Benzin,181 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 600 AZN,5.0,1.0,Avropa
5218,Bakı,Kia,Sorento,2012,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,186 250 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 500 AZN,7.0,1.0,Koreya
5219,Gəncə,LADA (VAZ),2106,1998,Sedan,Ağ,1.6 L/75 a.g./Benzin,999 999 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",4 800 AZN,5.0,1.0,Avropa
5220,Astara,LADA (VAZ),2106,1993,Sedan,Bej,1.5 L/65 a.g./Benzin,2 000 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 800 AZN,5.0,1.0,Avropa
5221,Bakı,Chevrolet,Cruze,2016,Sedan,Yaş Asfalt,1.4 L/153 a.g./Benzin,200 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 200 AZN,5.0,2.0,Amerika
5222,Bakı,Kia,Clarus,1999,Sedan,Göy,2.0 L/133 a.g./Benzin,11 111 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənməyib",2 600 AZN,5.0,1.0,Digər
5223,Bakı,Mercedes,C 200,1999,Sedan,Qara,2.0 L/136 a.g./Benzin,217 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",11 800 AZN,5.0,1.0,Yaponiya
5224,Qazax,LADA (VAZ),2106,1986,Sedan,Bej,1.6 L/75 a.g./Benzin,35 456 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 800 AZN,4.0,1.0,Avropa
5225,Bakı,Kia,Soul,2012,Hetçbek,Qara,1.6 L/140 a.g./Benzin,180 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 800 AZN,5.0,1.0,Amerika
5226,Bakı,Land Rover,Discovery,2014,Offroader / SUV,Göy,3.0 L/340 a.g./Benzin,112 600 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 900 USD,7.0,1.0,Rəsmi diler
5227,Masallı,Mercedes,E 220,2000,Sedan,Qızılı,2.2 L/143 a.g./Dizel,422 349 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",14 200 AZN,5.0,2.0,Avropa
5228,Bakı,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,99 999 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",16 500 AZN,4.0,1.0,Rusiya
5229,Bakı,Jeep,Wrangler,2018,Offroader / SUV,Göy,2.0 L/272 a.g./Benzin,29 300 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 000 USD,5.0,1.0,Amerika
5230,Bakı,Toyota,Prius,2006,Liftbek,Gümüşü,1.5 L/76 a.g./Hibrid,174 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Avropa
5231,Bakı,BMW,528,2011,Sedan,Ağ,3.0 L/285 a.g./Benzin,214 200 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 600 AZN,4.0,1.0,Rəsmi diler
5232,Bakı,Opel,Astra,2008,Hetçbek,Gümüşü,1.3 L/90 a.g./Dizel,168 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 300 AZN,5.0,2.0,Avropa
5233,Bakı,Lexus,LS 460,2008,Sedan,Ağ,4.6 L/380 a.g./Benzin,173 225 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 500 AZN,5.0,1.0,Amerika
5234,Bakı,BMW,520,2007,Universal,Yaş Asfalt,2.0 L/163 a.g./Dizel,357 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 AZN,5.0,1.0,Avropa
5235,Bakı,Toyota,Prado,2015,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,141 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",37 200 USD,4.0,1.0,Avropa
5236,Bakı,LADA (VAZ),2104,2002,Universal,Ağ,1.6 L/75 a.g./Benzin,97 553 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 200 AZN,5.0,1.0,Rəsmi diler
5237,Bakı,Toyota,Prius,2007,Liftbek,Gümüşü,1.5 L/76 a.g./Hibrid,300 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,3.0,Amerika
5238,Bakı,BMW,328,2016,Sedan,Qırmızı,2.0 L/245 a.g./Benzin,122 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",36 000 AZN,5.0,2.0,Amerika
5239,Bakı,Iran Khodro,Runna,2014,Sedan,Boz,1.6 L/110 a.g./Benzin,250 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 060 AZN,5.0,1.0,Avropa
5240,Qusar,Opel,Astra,2007,Universal,Yaş Asfalt,1.7 L/110 a.g./Dizel,260 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,2.0,Avropa
5241,Gədəbəy,Mercedes,E 260,1991,Sedan,Qızılı,2.6 L/166 a.g./Benzin,435 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 500 AZN,5.0,1.0,Rəsmi diler
5242,Bakı,Chevrolet,Cruze,2017,Sedan,Qara,1.4 L/153 a.g./Benzin,135 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 500 AZN,5.0,1.0,Amerika
5243,Şirvan,Mercedes,S 430,2000,Sedan,Qara,4.3 L/279 a.g./Benzin,286 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,3.0,Amerika
5244,Bakı,Mercedes,Axor 3340,2011,Yük maşını,Ağ,9.5 L/365 a.g./Dizel,675 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",65 000 AZN,2.0,1.0,Avropa
5245,Bakı,Kia,Rio,2011,Sedan,Qəhvəyi,1.4 L/95 a.g./Benzin,260 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 000 AZN,4.0,1.0,Avropa
5246,Bakı,Kia,Soul,2013,Hetçbek,Qara,2.0 L/164 a.g./Benzin,134 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 700 AZN,5.0,1.0,Avropa
5247,Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Qara,1.7 L/80 a.g./Benzin,26 800 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,4.0,0.0,Avropa
5248,Bakı,Toyota,Prius,2010,Liftbek,Yaş Asfalt,1.8 L/99 a.g./Hibrid,196 391 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 700 AZN,5.0,2.0,Amerika
5249,Bakı,Kia,Optima,2011,Sedan,Ağ,2.0 L/150 a.g./Benzin,189 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",22 800 AZN,4.0,2.0,Digər
5250,Bakı,Kia,Sorento,2011,Offroader / SUV,Boz,2.0 L/125 a.g./Dizel,231 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 800 AZN,7.0,1.0,Avropa
5251,Bakı,Jeep,Compass,2012,Offroader / SUV,Qara,2.4 L/175 a.g./Benzin,118 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 000 AZN,5.0,2.0,Rəsmi diler
5252,Xaçmaz,LADA (VAZ),2109,1989,Hetçbek,Bej,1.5 L/75 a.g./Benzin,200 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 900 AZN,4.0,1.0,Rusiya
5253,Bakı,Renault,Megane,2007,Universal,Qırmızı,1.5 L/105 a.g./Dizel,510 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 500 AZN,4.0,2.0,Avropa
5254,Bakı,Hyundai,Sonata,2014,Sedan,Boz,2.4 L/178 a.g./Benzin,115 873 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 000 AZN,5.0,3.0,Amerika
5255,Bakı,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,133 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 600 AZN,7.0,1.0,Koreya
5256,Bakı,Iran Khodro,Azsamand,2007,Sedan,Boz,1.8 L/110 a.g./Benzin,373 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",6 000 AZN,5.0,3.0,Avropa
5257,Bakı,Land Rover,Range Rover,2018,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,22 400 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",147 000 USD,5.0,1.0,Avropa
5258,Bakı,Kia,Optima,2014,Sedan,Göy,2.0 L/274 a.g./Benzin,173 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 AZN,5.0,1.0,Avropa
5259,Bakı,Mercedes,E 200,1995,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,333 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 800 AZN,5.0,3.0,Avropa
5260,Ağcabədi,Mercedes,E 240,2000,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,280 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 800 AZN,5.0,2.0,Avropa
5261,Bakı,Mercedes,E 220,2007,Sedan,Qəhvəyi,2.2 L/170 a.g./Dizel,195 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 300 AZN,5.0,1.0,Avropa
5262,Bakı,Mercedes,E 240,1999,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,285 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,2.0,Digər
5263,Bakı,Mercedes,C 200,2006,Sedan,Ağ,1.8 L/184 a.g./Benzin,201 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,2.0,Avropa
5264,Bakı,Mercedes,Viano,2013,Minivan,Qara,3.5 L/258 a.g./Benzin,75 300 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 777 USD,5.0,1.0,Avropa
5265,Şəmkir,Mercedes,Sprinter 313,2000,Mikroavtobus,Ağ,2.2 L/129 a.g./Dizel,400 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 000 AZN,7.0,1.0,Avropa
5266,Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,270 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",13 000 AZN,5.0,2.0,Avropa
5267,Bərdə,GAZ,3110,1998,Pikap,Qara,2.4 L/100 a.g./Benzin,100 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 500 AZN,5.0,1.0,Avropa
5268,Bakı,Mercedes,E 220,1994,Sedan,Yaş Asfalt,2.2 L/150 a.g./Benzin,450 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 000 AZN,5.0,1.0,Avropa
5269,Gəncə,Hyundai,i30,2008,Hetçbek,Qara,1.4 L/109 a.g./Benzin,189 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,5.0,2.0,Avropa
5270,Bakı,Subaru,Forester,2018,Offroader / SUV,Yaş Asfalt,2.5 L/171 a.g./Benzin,78 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",45 800 AZN,5.0,1.0,Rəsmi diler
5271,Cəlilabad,Opel,Astra,2006,Hetçbek,Göy,1.3 L/90 a.g./Dizel,337 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 900 AZN,5.0,1.0,Avropa
5272,Bakı,BMW,X5,2009,Offroader / SUV,Ağ,4.8 L/355 a.g./Benzin,203 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",35 000 AZN,5.0,2.0,Avropa
5273,Ağstafa,Mercedes,308 D,1993,Mikroavtobus,Göy,2.3 L/90 a.g./Dizel,50 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,7.0,3.0,Avropa
5274,Bakı,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L/75 a.g./Benzin,190 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",6 900 AZN,4.0,2.0,Rusiya
5275,Bakı,Opel,Astra,2000,Universal,Göy,1.6 L/75 a.g./Benzin,281 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 800 AZN,4.0,1.0,Avropa
5276,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,178 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",65 000 USD,5.0,1.0,Avropa
5277,Bakı,Chevrolet,Cruze,2011,Sedan,Qara,1.4 L/141 a.g./Benzin,185 466 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 500 AZN,5.0,2.0,Amerika
5278,Bakı,Mercedes,GLA 200,2014,Hetçbek,Ağ,1.6 L/156 a.g./Benzin,116 156 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 USD,5.0,1.0,Avropa
5279,Bakı,Kia,Sorento,2011,Offroader / SUV,Qara,2.4 L/174 a.g./Benzin,187 396 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 500 AZN,7.0,2.0,Avropa
5280,Qax,LADA (VAZ),21099,1999,Sedan,Yaşıl,1.5 L/78 a.g./Benzin,200 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 500 AZN,5.0,1.0,Avropa
5281,Bakı,Bentley,Flying Spur,2015,Sedan,Qara,4.0 L/507 a.g./Benzin,20 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",120 000 USD,5.0,1.0,Rəsmi diler
5282,Bakı,Mercedes,E 270,2002,Sedan,Qara,2.7 L/170 a.g./Dizel,340 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 800 AZN,5.0,2.0,Avropa
5283,Bakı,GAZ,31029,2001,Sedan,Ağ,2.4 L/90 a.g./Benzin,25 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 000 AZN,5.0,1.0,Avropa
5284,Bakı,Mercedes,E 220,2011,Universal,Qara,2.2 L/170 a.g./Dizel,220 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 000 AZN,5.0,1.0,Avropa
5285,Bakı,Toyota,Camry,2022,Sedan,Qara,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",38 000 USD,5.0,1.0,Avropa
5286,Bakı,LADA (VAZ),21045,2009,Furqon,Ağ,1.6 L/75 a.g./Benzin,67 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 900 AZN,5.0,2.0,Digər
5287,Bakı,Ford,Transit,2009,Yük maşını,Gümüşü,2.4 L/140 a.g./Dizel,138 178 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 800 AZN,3.0,1.0,Avropa
5288,Bakı,Iran Khodro,Azsamand,2014,Sedan,Ağ,1.6 L/110 a.g./Benzin,355 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 600 AZN,5.0,1.0,Avropa
5289,Bakı,GAZ,12 ЗИМ,1954,Sedan,Qara,2.4 L/120 a.g./Benzin,4 300 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 000 AZN,6.0,1.0,Rusiya
5290,Bakı,Ford,Transit,2007,Yük maşını,Ağ,2.4 L/140 a.g./Dizel,177 068 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 700 AZN,3.0,1.0,Avropa
5291,Bakı,Toyota,Avalon,2013,Sedan,Boz,2.5 L/200 a.g./Hibrid,152 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 USD,5.0,1.0,Avropa
5292,Bakı,Cadillac,Escalade,2014,Offroader / SUV,Ağ,6.2 L/426 a.g./Benzin,38 407 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",63 000 USD,7.0,1.0,Avropa
5293,Bakı,LADA (VAZ),2107,2005,Sedan,Göy,1.6 L/75 a.g./Benzin,250 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 400 AZN,5.0,1.0,Avropa
5294,Bakı,Mercedes,S 350,2018,Sedan,Qara,3.0 L/249 a.g./Dizel,118 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",84 500 USD,5.0,0.0,Avropa
5295,Astara,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,32 200 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 500 AZN,4.0,2.0,Rusiya
5296,Masallı,LADA (VAZ),2106,2003,Sedan,Yaşıl,1.6 L/75 a.g./Benzin,147 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 200 AZN,5.0,0.0,Avropa
5297,Bakı,Jeep,Grand Cherokee,2014,Offroader / SUV,Qara,3.0 L/238 a.g./Benzin,201 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 800 USD,5.0,1.0,Avropa
5298,Bakı,BMW,528,2013,Sedan,Ağ,2.0 L/245 a.g./Benzin,155 000 km,Avtomat,Arxa,Xeyr,"Vuruğu var, rənglənib",17 500 USD,5.0,1.0,Amerika
5299,Bakı,Chevrolet,Malibu,2016,Sedan,Qara,1.5 L/163 a.g./Benzin,147 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 900 AZN,5.0,1.0,Amerika
5300,Bakı,Mercedes,E 200,1992,Sedan,Qara,2.0 L/136 a.g./Benzin,400 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 700 AZN,5.0,2.0,Avropa
5301,Bakı,LADA (VAZ),2115,2012,Sedan,Ağ,1.6 L/80 a.g./Benzin,195 000 km,Mexaniki,Ön,Xeyr,"Vuruğu var, rənglənib",8 900 AZN,5.0,2.0,Rusiya
